name,id,type,path,release_date,genres,description,runtime,poster,backdrop
Der verlorene Prinz und das Reich der Träume,520725,movie,/media/pi/F01/Flext/Filme/Der verlorene Prinz und das Reich der Träume.mp4,2020-02-12,"['Fantasy', 'Abenteuer', 'Komödie']","Sofia (Keyla Fala), 8 Jahre alt, lebt allein mit ihrem Vater Djibi (Omar Sy). Jede Nacht erfindet er eine Geschichte, um sie zum Einschlafen zu bringen. Ihre außergewöhnlichen Geschichten werden in einer imaginären Welt lebendig, in der die Heldin immer Prinzessin Sofia und ihr Vater, der tapfere Prinz, sind. Drei Jahre später, wenn Sofia (Sarah Gaye) zur Schule kommt, braucht sie diese Geschichten nicht mehr. Ihr Vater muss akzeptieren, dass seine Tochter erwachsen wird und sich von ihm abnabelt. In ihrer Imaginären Welt muss sich der Prinz dann dem epischsten aller Abenteuer stellen, um seinen Platz in der Geschichte zu behalten.",101,/7vDpKYeA6duoMCPI1ntykK3W2kt.jpg,/brLBKS5vQfP1vjiupHqa3xg1XQC.jpg
Big Business,12710,movie,/media/pi/F01/Flext/Filme/Big Business.mp4,1988-06-10,['Komödie'],"Die ungleichen Zwillinge Sadie und Rose leiten in New York einen mächtigen Industriekonzern. Sie ahnen nicht, daß sie in einem abgelegenen Südstaaten Nest Doppelgänger haben: Sadie 2 und Rose 2! Zum großen Knall kommts als sich High-Society-Miezen und Landpomeranzen plötzlich gegenüberstehen. Alles gerät durcheinander, selbst die Ehemänner können ihre Frauen nicht mehr auseinanderhalten - und das kann peinlich werden...",97,/7rLEt3c1mYLNU00mfZQQoo1tTU8.jpg,/3sugwCDlTv7JSC0hbRr0gNixBkl.jpg
Three Billboards Outside Ebbing Missouri,359940,movie,/media/pi/F01/Flext/Filme/Three Billboards Outside Ebbing Missouri.mp4,2017-12-01,"['Krimi', 'Drama']","Die Tochter von Mildred Hayes wurde vor Monaten ganz in der Nähe ihres Zuhauses vergewaltigt und ermordet, aber noch immer tut sich in dem Fall nichts. Von einem Hauptverdächtigen fehlt jedenfalls noch jede Spur und so langsam glaubt Mildred, dass die örtliche Polizei einfach ihre Arbeit nicht richtig macht. Und ganz anders als ihr Sohn Robbie der einfach nur sein Leben weiterleben möchte, kann sie das nicht akzeptieren. Darum lässt sie eines Tages an der Straße, die in ihren Heimatort Ebbing, Missouri führt, drei Werbetafeln mit provokanten Sprüchen aufstellen, die sich an Polizeichef William Willoughby richten. Klar, dass die Situation nicht lange friedlich bleibt. Als sich dann noch Officer Dixon einmischt, ein unreifes und gewalttätiges Muttersöhnchen, eskaliert die Lage.",115,/hvnyHEyl06iixz2ONnMMTkeEOAJ.jpg,/5g0W5MUP75zyfluLhhVet15F71z.jpg
Overboard,454619,movie,/media/pi/F01/Flext/Filme/Overboard.mp4,2018-04-13,"['Liebesfilm', 'Komödie']","Der verwöhnte und wohlhabende Yachtbesitzer und mexikanische Macho Leonardo behandelt seine Angestellten wie den letzten Dreck. Als er eines Tages von Bord seines Schiffes fällt und sein Gedächtnis verliert, nutzt seine zuvor gefeuerte putzende Angestellte Kate, die alleinerziehende Mutter dreier Kinder, das aus und gönnt sich den unerwarteten Luxus.",112,/pUwLzc9u6Tt1aPRJLK0kbY92qhH.jpg,/xiw4mTeahSbFMUgxapE9lfrBTUd.jpg
Catch Me,640,movie,/media/pi/F01/Flext/Filme/Catch Me.mp4,2002-12-25,"['Drama', 'Krimi']","Frank W. Abagnale war nicht nur als Arzt und Rechtsanwalt erfolgreich, sondern auch als Copilot einer großen Fluglinie. Das alles erreichte er vor seinem 21. Geburtstag. Er ist ein Meister der Täuschung, aber auch ein brillanter Fälscher. Durch geschickte Scheckbetrügereien ist er zu einem Vermögen von mehreren Millionen Dollar gekommen. FBI-Agent Carl Hanratty hat ihn schon länger im Visier und macht sich zur Aufgabe, Frank zu fassen und vor Gericht zu bringen. Frank ist ihm jedoch immer einen Schritt voraus und macht sich einen Spaß daraus, seinem Verfolger kleine Köder vorzuwerfen, damit die Jagd weiter geht…",141,/sdYgEkKCDPWNU6KnoL4qd8xZ4w7.jpg,/Ag6qhzsJd3k1NKuNrG9RmhZDMh7.jpg
Mortal Kombat Legends Scorpions Revenge,664767,movie,/media/pi/F01/Flext/Filme/Mortal Kombat Legends Scorpions Revenge.mp4,2020-04-12,"['Animation', 'Action', 'Fantasy']","Nachdem seine Familie vom Söldner Sub-Zero eiskalt ermordet wurde, wird Hanzo Hasashi in das albtraumhafte Netherrealm verbannt. Dort erhält er vom teuflischen Quan Chi im Gegenzug für seine Dienste die Gelegenheit, seine Familie zu rächen, und wird als Scorpion wiedergeboren. Derweil stellt Lord Raiden in Earthrealm ein ungewöhnliches Team von Elitekämpfern zusammen, um die Menschheit vor dem Untergang zu retten: den Shaolin-Mönch Liu Kang, die Offizierin Sonya Blade und den Actionstar Johnny Cage. Ihre Mission ist es, Shang Tsungs Horden von Outworld-Gladiatoren zu besiegen und das Mortal Kombat zu gewinnen.",81,/mo5Zsj4twtixhyeYZshBOM62lcN.jpg,/vw3zNfzvnVNF7nIjpiEgcdznfeC.jpg
A Good Woman Is Hard to Find,500656,movie,/media/pi/F01/Flext/Filme/A Good Woman Is Hard to Find.mp4,2019-10-25,"['Thriller', 'Krimi', 'Horror']","Die alleinerziehende Witwe Sarah ist seit der Ermordung ihres Mannes ganz auf sich gestellt. Die Polizei hat die Ermittlungen abgebrochen, das Jugendamt klopft neuerdings an die Tür und laut ihrer Mutter hat Sarah ohnehin nichts im Griff. Als der Dealer Tito beschließt, Sarahs Sozialbauwohnung als Drogenversteck zu nutzen, ist bald auch noch ein lokaler Gangsterboss hinter ihr her. Doch dann hat sie genug.",97,/9bmQRgqn5EeErxlJSRqAR91BIq1.jpg,/6Dz0Qg3Si4Lp48REDz6N2dmtCC1.jpg
Interstellar,157336,movie,/media/pi/F01/Flext/Filme/Interstellar.mp4,2014-11-05,"['Abenteuer', 'Drama', 'Science Fiction']","Was Wissenschaftler, Politiker und Aktivisten seit Jahrzehnten prophezeien, ist eingetreten: Die Menschheit steht kurz davor, an einer globalen Nahrungsknappheit zugrunde zu gehen. Die einzige Hoffnung der Weltbevölkerung besteht in einem geheimen Projekt der US-Regierung, das von dem findigen Wissenschaftler Professor Brand geleitet wird. Der Plan sieht vor, eine Expedition in ein anderes Sternensystem zu starten, wo bewohnbare Planeten, Rohstoffe und vor allem Leben vermutet werden. Der Ingenieur und ehemalige NASA-Pilot Cooper und Brands Tochter Amelia führen die Besatzung an, die sich auf eine Reise ins Ungewisse begibt: Wurmlöcher sind so gut wie unerforscht und niemand kann mit Sicherheit sagen, was die Crew auf der anderen Seite erwartet. Ebenso ist unsicher, ob und wann Cooper und Brand wieder auf die Erde zurückkehren. Coopers Kinder, Tochter Murph und Sohn Tom, müssen mit Schwiegervater Donald zurückbleiben und auf seine Wiederkehr hoffen...",169,/mR2OK5aK5kMOdAQYfc5kkOg06Pn.jpg,/pbrkL804c8yAv3zBZR4QPEafpAR.jpg
Jason Bourne,324668,movie,/media/pi/F01/Flext/Filme/Jason Bourne.mp4,2016-07-27,"['Action', 'Thriller']","Nachdem Jason Bourne in den vorangegangenen drei Teilen nicht nur sein Gedächtnis, sondern auch seine Freundin verloren hat und einen eigenen Feldzug gegen die ihn jagende CIA antrat, um endlich hinter das Geheimnis seiner Vergangenheit zu gelangen, ist er mithilfe von Nicki Parsons  untergetaucht. Doch das Leben eines auf der Flucht lebenden Agenten mit besonders modifizierten Fähigkeiten kann nie lange ruhig bleiben. Denn inzwischen weiß Jason Bourne zwar, wer er ist, aber nicht, was diejenigen, die ihn erschaffen hatten, mit ihm vorhatten. Also versucht er – verfolgt von der CIA – die versteckten Wahrheiten in seiner Vergangenheit zu finden.",123,/9bijYuGTAiTczZvfJ9N4AZ4wlRF.jpg,/7mHeyU0a538bgguOeF57I8ZroSk.jpg
Friendsgiving,524840,movie,/media/pi/F01/Flext/Filme/Friendsgiving.mp4,2020-10-23,['Komödie'],"Abby (Kat Dennings) freut sich auf ein entspanntes Thanksgiving mit ihrer besten Freundin Molly (Malin Akerman). Aber die Pläne der Freunde für ein ruhiges Truthahn-Essen lösen sich in Schall und Rauch auf, als sie von Mollys neuem Freund und ihrer extravaganten Mutter überrascht werden. Dazu gesellen sich noch ein paar weitere Party-Crasher, Mollys alte Flamme, eine Möchtegern-Schamanin und ein Trio schwuler Männer. Und los geht das chaotische Thanksgiving-Essen!",95,/s9CGTv4AFmrVkgoydnYFwXPaxGx.jpg,/iW4NfqKWrIZiVkCkw8bE99sppS4.jpg
Clouds,630566,movie,/media/pi/F01/Flext/Filme/Clouds.mp4,2020-10-09,"['Musik', 'Drama', 'Liebesfilm']","Diese inspirierende, wahre Geschichte handelt vom jungen Musiker Zach Sobiech, der erfährt, dass sein Krebs gestreut hat und er nur noch ein paar Monate zu leben hat. In der Zeit, die ihm noch bleibt, verfolgt er seinen Traum und nimmt ein Album auf, völlig ahnungslos, dass es schon bald zu einem viralen Musikphänomen werden soll. Die Musik gibt Zachs Leben einen neuen Sinn und hilft ihm, den perfekten Weg zu finden, sich zu verabschieden… mit einem Song, der um die Welt gehen wird.",121,/d0OdD1I8qAfETvE9Rp9Voq7R8LR.jpg,/L7DIiAdP8DnNqOh7454ZrTYspR.jpg
Die Hexenprinzessin,774579,movie,/media/pi/F01/Flext/Filme/Die Hexenprinzessin.mp4,2020-12-12,['Fantasy'],"Ungleicher könnten zwei Königstöchter nicht sein. Amalindis, die Erstgeborene der beiden Zwillinge, ist pflichtbewusst und stimmt einer Heirat mit Prinz Tanka zu. Zottelhaube dagegen, die Zweitgeborene, fühlt sich nicht ihrem Adel, sondern der freien Natur und einem Wolf verbunden – und lebt im Wald. Plötzlich entführen drei Hexen Amalindis, da die Erstgeborene selbst Hexe sein kann. Das gilt den Hexen als Voraussetzung dafür, dass sich die älteste von ihnen verjüngen kann, um zu überleben: zur nächsten Sonnenfinsternis wird sie in den Körper von Amalindis schlüpfen! „Zottel“ ahnt, dass die Zeit bis zu dieser Verwandlung knapp wird. Mit Widerwillen gegenüber Tanka, der sie unbedingt begleiten will, macht sie sich auf den gefährlichen Weg zur Rettung der Schwester. Sie ahnt nicht, dass ausgerechnet sie sich dabei verlieben wird. Und sie ahnt nicht, dass es schnell in Frage steht, wer die eigentlich Erstgeborene und also diejenige ist, in der mächtige hexische Fähigkeiten angelegt sind.",90,/g8Ce8TF2ZYoV5HghXXD2KxYawJQ.jpg,/nXW824K8BLGL3gkVgb99zqYDJea.jpg
Unsane,467660,movie,/media/pi/F01/Flext/Filme/Unsane.mp4,2018-02-21,"['Horror', 'Thriller']","Sawyer Valentini ist auf der Flucht vor dem hartnäckigen Stalker David Strine. Sie will diese Vergangenheit hinter sich lassen und in einer neuen Stadt mit einem neuen Job noch einmal von vorne beginnen. Doch dann landet sie gegen ihren Willen in einer psychiatrischen Einrichtung und wird dort festgehalten. Damit nicht genug: Während ihres unfreiwilligen Klinikaufenthalts sieht sie sich mit ihrer größten Angst konfrontiert, denn ihr Stalker scheint sich unter dem Pflegepersonal der Klink zu befinden. Aber ist das wirklich der Fall oder bildet sie sich das nur ein? Niemand vom Personal der Einrichtung ist bereit, Sawyer zu glauben, und auch die Polizei stellt sich als wenig hilfreich heraus. Mutter Angela versucht unterdessen ihr Möglichstes, die Tochter freizubekommen…",98,/hFf0reel1cTYVwUNUjryl0l297Z.jpg,/5u0ImRdr8Z6uyDfmSWcThXEb8cl.jpg
Meine teuflisch gute Freundin,456616,movie,/media/pi/F01/Flext/Filme/Meine teuflisch gute Freundin.mp4,2018-06-28,['Komödie'],"Lilith die 14jährige Tochter des Teufels und wohnhaft in der Hölle, langweilt sich furchtbar zwischen all den erwachsenen Mitarbeitern ihres strengen Vaters der sie permanent maßregelt. Denn irgendwie ist Lilith auch nur ein Teenager, der Spaß haben und die Welt erkunden will. Deshalb schließt sie mit ihrem Papa einen teuflischen Pakt: eine Woche hat sie Zeit, um auf der Erde einen guten Menschen zum Bösen zu bekehren. Schafft sie es, darf sie dort bleiben und weiter ihr Unwesen treiben. Gelingt es ihr nicht, droht ihr ein sterbenslangweiliger Job in der höllischen Buchhaltung - und zwar für immer. Vater und Tochter schlagen ein, der Deal steht. Auf Erden lernt Lilith ihre Zielperson kennen: Greta Birnstein  die Tochter ihrer Gastfamilie, die genauso alt ist wie sie, bloß etwas … anders.",99,/uz0NeJCLnWUNkzeL0bV2hfpbydk.jpg,/heZypvWqsqEL2Vnudp9gbru0cZp.jpg
Gesetz der Rache,22803,movie,/media/pi/F01/Flext/Filme/Gesetz der Rache.mp4,2009-10-15,"['Drama', 'Krimi', 'Thriller']","Bei einem Überfall auf sein Haus ermorden zwei Kriminelle die Frau und Tochter von Clyde Shelton und verletzen ihn schwer. Der mit dem Fall beauftragte Staatsanwalt Nick Rice ist bestrebt seine Verurteilungsquote hoch zu halten und hält Shelton vor, ein Prozess wäre nicht lohnenswert. Rice unterbreitet dem Haupttäter, der die eigentlichen Morde allein für sich zu verantworten hat, das Angebot, strafmildernd davonzukommen, wenn dieser dafür gegen seinen Mittäter aussagt und ihm die Tat zur Last legt. Shelton fühlt sich vom System im Stich gelassen. Zehn Jahre später beginnt er einen Rachefeldzug ungeahnten Ausmaßes...",109,/d4aTe8Ga4KS5vTjR5GGML0naFAy.jpg,/6zfLk86Hu5qjLiRs1Y7cGl1DtRm.jpg
Der Plan,38050,movie,/media/pi/F01/Flext/Filme/Der Plan.mp4,2011-03-03,"['Science Fiction', 'Thriller', 'Liebesfilm']","Jung, ehrgeizig und erfolgreich steht David Norris am Beginn einer exzellenten politischen Karriere. Doch mit einer prickelnden Liaison setzt er alles aufs Spiel: Er beginnt eine leidenschaftliche Affäre mit der fragilen Tänzerin Elise – ohne zu ahnen, welchen Preis er dafür bezahlen wird. Als er erkennt, dass er nur eine Marionette auf einer gigantischen Bühne ist, ist es zu spät und sein bisheriges Leben beginnt sich aufzulösen ...",106,/DgcBYfbqD8lLWZouJH9inb57oG.jpg,/yPAYpLofITQ9pST80ZNBGIE2pfN.jpg
Escape Plan,107846,movie,/media/pi/F01/Flext/Filme/Escape Plan.mp4,2013-10-09,"['Action', 'Thriller']","Ray Breslin ist einer der besten Sicherheitsexperten der Welt. Mit seinen Kenntnissen ist er in der Lage, aus jedem Gefängnis auszubrechen. Er ist somit genau der richtige Mann für den Auftrag, eine wirklich ausbruchsichere Haftanstalt zu entwerfen. Zum Job gehört auch, dass er seinen neuen High-Tech-Hochsicherheitstrakt einem Praxistest unterzieht: Ray lässt sich inkognito als Insasse im Knast einschleusen. Doch schnell bemerkt er, dass ihm eine Falle gestellt wurde. Ray versucht zu entkommen, aber ein Ausbruch scheint tatsächlich unmöglich, dafür hat er schließlich selbst gesorgt. Erst als er den Mithäftling Emil Rottmayer kennenlernt, ergibt sich eine neue Perspektive. Gemeinsam schmieden sie einen Plan, um aus dem „Grab“, wie der Codename der Einrichtung lautet, zu fliehen.",116,/8kaQbWroV2PkcIA3Cx0sVWhDjkj.jpg,/5b0jdmJvsig3vckvHdGFv3vWPay.jpg
Black Panther,284054,movie,/media/pi/F01/Flext/Filme/Black Panther.mp4,2018-02-13,"['Action', 'Abenteuer', 'Science Fiction']","Aufgrund von Bodenschätzen außerirdischen Ursprungs ist das afrikanische Königreich Wakanda unermesslich reich. Nur hier kommt das Vibrationen jeder Art und Stärke absorbierende Mineral Vibranium vor. Den Bewohnern von Wakanda ist sehr daran gelegen, vor den Augen Fremder verborgen zu bleiben.  Reichtum weckt Begehrlichkeiten, und es braucht einen starken Führer, ihn zu verteidigen: Den Black Panther! Die Verantwortung des Black Panther wird vom König Wakandas an den jeweiligen Nachfolger weitergegeben. Und so nimmt T’Challa die Bürde und die Würde des ihm vorbestimmten Schicksals von seinem Vater T’Chaka nach dessen tragischen Tod entgegen.",134,/l6y476RPWK35Y7zmiMPcih4uU7A.jpg,/6ELJEzQJ3Y45HczvreC3dg0GV5R.jpg
The Nice Guys,290250,movie,/media/pi/F01/Flext/Filme/The Nice Guys.mp4,2016-05-15,"['Komödie', 'Krimi', 'Action']","Holland March, ein abgehalfterter Privatdetektiv, und Jackson Healy, der als Mann fürs Grobe angeheuert wird, haben nicht viel gemeinsam. Doch dann werden beide in den Fall der vermissten Amelia verstrickt. Widerwillig zur Zusammenarbeit gezwungen, streifen sie gemeinsam mit Marchs pubertierender Tochter Holly durch Los Angeles, um verworrenen Hinweisen auf den Grund zu gehen. Bis Amelias Spur sie zu einer Multi-Milliarden-Dollar-Verschwörung führt, die bis in die höchsten Kreise reicht und sie zum Ziel skrupelloser Profikiller macht...",116,/n3CP3VtCoFuB7Wnh8Zyhx8erlnZ.jpg,/q4mDG8YipONbKgFMJPgwNesixD4.jpg
Rango,44896,movie,/media/pi/F01/Flext/Filme/Rango.mp4,2011-03-02,"['Animation', 'Komödie', 'Familie', 'Western', 'Abenteuer']","Rango, ein leicht verwirrtes Chamäleon, träumt zwar hin und wieder von einem glorreichen Heldendasein, aber eigentlich ist er viel besser in seinem Terrarium aufgehoben. Als er dann jedoch tatsächlich irgendwo im Wilden Westen ausgesetzt wird, ist das hemdsärmelige Haustier alles andere als glücklich. Durch einen glücklichen Zufall verschlägt es ihn in das Städtchen Dirt, das aussieht, als würde es direkt aus einem Spaghetti-Western stammen. Als ihm die Rolle des Sheriffs angeboten wird, darf Rango beweisen, was wirklich in ihm steckt.",107,/7lnzK20VTsHqGui8B841Obo3zR1.jpg,/6B2tOYhaIpv3kPKBkvdebX624Gw.jpg
Mary Shelley - Die Frau die Frankenstein erschuf,,movie,/media/pi/F01/Flext/Filme/Mary Shelley - Die Frau die Frankenstein erschuf.mp4
Moonfall,406759,movie,/media/pi/F01/Flext/Filme/Moonfall.mp4,2022-02-03,"['Science Fiction', 'Abenteuer', 'Action']","Eine mysteriöse Kraft hat den Mond aus seiner Umlaufbahn gestoßen und schickt ihn auf Kollisionskurs mit der Erde. Das Leben, wie wir es kennen, droht für immer ausgelöscht zu werden. Nur wenige Wochen vor der herannahenden Gefahr ist die ehemalige Astronautin und NASA-Offizierin Jo Fowler überzeugt zu wissen, wie sie die Menschheit retten kann. Doch nur zwei Mitstreiter sind auf ihrer Seite: Astronaut und Ex-Kollege Brian Harper und der Astro-Experte K.C. Houseman. Das kleine Team startet zu einer allerletzten Mission ins Weltall und macht eine unglaubliche Entdeckung: Unser Mond ist nicht das, was wir immer glaubten …",130,/jb89Z7ObhIOjaTVtH1bxoXJe7c6.jpg,/8QpzqK3nPGxpqpKqhe6QasTGBWQ.jpg
The Great Battle,884001,movie,/media/pi/F01/Flext/Filme/The Great Battle.mp4,2021-10-10,"['Animation', 'Komödie', 'TV-Film', 'Science Fiction']",,11,/370oEjK4uASU6yb0fK5OYai8FlD.jpg,/9rs9nw0fk1H4PekpAJvbf1biH2O.jpg
War Machine,354287,movie,/media/pi/F01/Flext/Filme/War Machine.mp4,2017-05-26,"['Komödie', 'Drama', 'Kriegsfilm']","General Glen McMahon genießt unter den hochdekorierten amerikanischen Generälen den Ruf, ein echter Rockstar zu sein, einer, der Ergebnisse liefert und keine Kompromisse eingeht. So ist es eigentlich selbstverständlich, dass ihm das Kommando über die Truppen in Afghanistan übertragen wird. Obwohl der Krieg dort als unmöglich zu gewinnen betrachtet wird, ist McMahon fest entschlossen, möglichst bald den Sieg davon zu tragen. Dafür hat er sich eine radikal neue Strategie zurechtgelegt – doch um die in die Tat umzusetzen, müssen er und seine Offiziere und Berater rund um den Globus Allianzen knüpfen, Truppen einsammeln und sich mit Politik und Medien herumschlagen – und dabei darf natürlich auch der Krieg selbst nicht aus den Augen verloren werden oder die Soldaten, die ihn tatsächlich vor Ort in Afghanistan ausfechten…",122,/agquSNbunJY6PcmT6LEY5au3Gqj.jpg,/eQsellX1IeGaIjv1w4JBzoOrvmf.jpg
Top Gun,361743,movie,/media/pi/F01/Flext/Filme/Top Gun.mp4,2022-05-24,"['Action', 'Drama']","Ex-Flieger-Ass Maverick  ist nun ein Fluglehrer, der den jungen Macho-Piloten von heute auf der Flugakademie zeigt, wie es geht. Dabei muss er aber auch mit der neuen Zeit zu Recht kommen, in der Piloten immer weniger eine Rolle spielen, da unbemannnte Drohnen eingesetzt werden.",131,/peXbIcwjmjotkTxld58ydplRU7m.jpg,/odJ4hx6g6vBt4lBWKFD1tI8WS4x.jpg
Avicii True Stories,479626,movie,/media/pi/F01/Flext/Filme/Avicii True Stories.mp4,2017-10-26,"['Musik', 'Dokumentarfilm']","Tim Bergling beginnt bereits in seiner Schulzeit in Stockholm Musik zu produzieren und sie über unterschiedlichste Kanäle zu verbreiten. Schließlich wird Arash Pournouri auf den jungen Mann aufmerksam und beginnt, als Manager Tims musikalisches Talent zu fördern, sodass er schließlich als Avicii berühmt werden kann. Doch nach 800 Auftritten macht der Stress seines Aufstiegs sich zu sehr bemerkbar und der Künstler verkündet seinen Rückzug aus dem Geschäft.",97,/uMeiVRDUS25AHPWc782InYs8Yuw.jpg,/eiBXqcjxrw9osXatNfqTGmibhTC.jpg
