name,id,type,path,release_date,genres,description,runtime,poster,backdrop
James Bond 007 Keine Zeit zu sterben,370172,movie,/media/pi/F01/Flext/Filme/James Bond 007 Keine Zeit zu sterben.mp4,2021-09-29,"['Abenteuer', 'Action', 'Thriller']","James Bond hat seine Lizenz zum Töten im Auftrag des britischen Geheimdienstes abgegeben und genießt seinen Ruhestand in Jamaika. Die friedliche Zeit nimmt ein unerwartetes Ende, als sein alter CIA-Kollege Felix Leiter auftaucht und ihn um Hilfe bittet. Ein bedeutender Wissenschaftler ist entführt worden und muss so schnell wie möglich gefunden werden. Was als simple Rettungsmission beginnt, erreicht bald einen bedrohlichen Wendepunkt, denn Bond kommt einem geheimnisvollen Gegenspieler auf die Spur, der im Besitz einer brandgefährlichen neuen Technologie ist.",163,/bqq2dlwWAm5O5RVPGHVwwxhESK1.jpg,/r2GAjd4rNOHJh6i6Y0FntmYuPQW.jpg
Rogue Warefare 2,,movie,/media/pi/F01/Flext/Filme/Rogue Warefare 2.mp4
Der verlorene Sohn,308772,movie,/media/pi/F01/Flext/Filme/Der verlorene Sohn.mp4,2009-02-23,"['Drama', 'TV-Film']","Stefanie Schröder ist überglücklich, als sie ihren Sohn Rainer endlich wieder in die Arme schließen kann. Der damals zum Islam konvertierte junge Mann saß wegen Terrorverdachts zwei Jahre in einem isralischen Gefängnis. Doch das Leben in Deutschland gestaltet sich für Rainer alles andere als einfach. Der Verfassungsschutz lässt ihn nicht aus den Augen, er findet keinen Job und die Integration in die Gesellschaft ist schwierig. Der festen Überzeugung, dass Rainer dem Dschihad, dem Heiligen Krieg, nun endgültig abgeschworen hat, erwirkt Stefanie schließlich die Einstellung von Rainers Überwachung. Aber gerade als sich alles zum Guten zu wenden scheint, muss Stefanie auf grausame Weise erkennen, wie sehr sie sich in ihrem Sohn getäuscht hat.",89,/vkQzVKL0qjiEhnrbVTauMyiLgtv.jpg,
Call me by your name,398818,movie,/media/pi/F01/Flext/Filme/Call me by your name.mp4,2017-09-01,"['Liebesfilm', 'Drama']","Norditalien, 1983: Familie Perlman verbringt den Sommer in einer mondänen Villa. Während der 17 Jahre alte Sohn Elio Bücher liest, klassische Musik hört und keinen Flirt mit seiner Bekannten Marzia  auslässt, beschäftigt sich sein Vater, ein emeritierter Professor, mit antiken Statuen. Außerdem hat sich der auf griechische und römische Kulturgeschichte spezialisierte Archäologe mit Oliver einen Gast ins Haus geholt, der ihm bei seiner Arbeit zur Seite stehen soll. Der selbstbewusste und attraktive Besucher wirbelt die Gefühle des pubertierenden Elio ganz schön durcheinander. Während sich langsam eine Beziehung zwischen den beiden anbahnt, merkt Elio, dass er trotz seiner Intelligenz und der Bildung, die er dank seinem Vater und seiner Mutter Annella genossen hat, noch einiges über das Leben und die Liebe lernen muss...",131,/96P9eErvoIWdi1eOAilUF09Vqe.jpg,/hrMbAi9fPTmc6EtpyyAgDKznptu.jpg
28 Tage,458816,movie,/media/pi/F01/Flext/Filme/28 Tage.mp4,2015-04-18,['Dokumentarfilm'],Journalistin Ina Borrmann dokumentiert in dem Film ihre eigene Kinderwunschbehandlung.,90,/zbbX92ac8AVpj079nAFEWNIW9FL.jpg,
The Shack,345938,movie,/media/pi/F01/Flext/Filme/The Shack.mp4,2017-03-03,"['Drama', 'Fantasy']","Vor Jahren verschwand Mackenzies (Sam Worthington) jüngste Tochter von einem Tag auf den anderen. Ihre letzte Spur fand man in einer Schutzhütte im Wald – nicht weit vom Camping-Ort der Familie. Vier Jahre später, mitten in seiner tiefsten Trauer, erhält Mack eine rätselhafte Einladung in diese Hütte. Ihr Absender ist Gott. Trotz seiner Zweifel lässt Mack sich auf diese Einladung ein. Eine Reise ins Ungewisse beginnt. Und was er dort findet, wird seine Welt für immer verändern.  Der gleichnamige Bestseller von William Paul Young hat sich alleine im deutschsprachigen Raum weit über eine Million mal verkauft und ist somit das meistverkaufte Buch über Gott seit der Bibel.",132,/bvQLE5U6CjFKlqOcWNFzaKWygl0.jpg,/bAup7FGUlmNVOuhZFlLgmDPo0Eg.jpg
Music,586101,movie,/media/pi/F01/Flext/Filme/Music.mp4,2021-01-14,"['Musik', 'Drama']","Zu hat lange Zeit als Drogendealerin gelebt und ihr Leben komplett vor die Wand gefahren. Nun ist sie gerade trocken geworden, als sie die Nachricht erhält, dass sie der alleinige Vormund ihrer Halbschwester namens Music  werden soll, einem jungen Mädchen im Autismus-Spektrum. Music ist bislang bei ihrer Großmutter aufgewachsen, die nun aber verstorben ist. Zu kann sich kaum um sich selbst kümmern, geschweige denn um eine jüngere Schwester und tut sich mit ihrer neuen Verantwortung schwer. Doch gemeinsam mit ihrem Freund und Nachbarn Ebo versucht sie ihr bestes, um für Music da zu sein…",107,/gYXcSKxaJ0PQtUtxMAaGjhFoEZk.jpg,/a5PNkyt8zx6sSXCzgKpKAaAXNJw.jpg
The In Between,818750,movie,/media/pi/F01/Flext/Filme/The In Between.mp4,2022-02-11,"['Liebesfilm', 'Science Fiction', 'Drama']",Der tragische Unfalltod der Liebe ihres Lebens hat Teenagerin Tessa das Herz zerrissen. Doch dann scheint er plötzlich aus dem Jenseits mit ihr zu kommunizieren.,116,/bfywe2IRR9mEL0PEVTqkqowl06q.jpg,/i9rEpTqC6aIQOWOc4PDEEAE3hFe.jpg
The Expendables 2,76163,movie,/media/pi/F01/Flext/Filme/The Expendables 2.mp4,2012-08-08,"['Action', 'Abenteuer', 'Thriller']","Barney Ross, Lee Christmas, Yin Yang, Gunnar Jensen, Toll Road und Hale Caesar nehmen verstärkt von den Neumitgliedern Billy the Kid und Maggie einen Auftrag von Mr. Church an, der nach leicht verdientem Geld klingt. Doch dann läuft der gesamte Plan aus dem Ruder und einer der ihren wird sogar ermordet. Die „Expendables“ kennen nur noch einen Gedanken: Rache! Daher begibt sich der Söldnertrupp auf seine gefährlichste Mission tief in feindliches Gebiet und stößt dabei auf eine Verschwörung, die das Kräfteverhältnis in der Welt verändern könnte und bei der sechs Pfund gefährliches Plutonium eine gewichtige Rolle spielen.",102,/zKDU6MD5rXRqkhc0foDkDiV9pa1.jpg,/41QdmNKbwmVD7R6A7hMqMe9FYMy.jpg
Birds Of Prey The Emancipation Of Harley Quinn,495764,movie,/media/pi/F01/Flext/Filme/Birds Of Prey The Emancipation Of Harley Quinn.mp4,2020-02-05,"['Action', 'Krimi']","Ex-Psychiaterin und bekennender Baseball-Fan Harley Quinn hat sich gerade frisch von ihrem Freund Joker getrennt und sucht in Gotham nach neuen Horizonten. Diese trifft sie bald in Gestalt der Superheldinnen-Truppe „Birds Of Prey“, die aus Huntress, Black Canary und Polizistin Renee Montoya besteht und in Eigenregie die Unterwelt der Stadt kräftig durchputzt. Obwohl die Ex-Kriminelle und die Selbstjustiz-Truppe sich anfangs nicht so ganz grün sind, schließen sie sich letztlich doch für den guten Zweck zusammen: Verbrecherboss Black Mask kreuzt nämlich ihren Weg und bedroht mit seinen Schergen wie dem düsteren Victor Zsasz die junge Cassandra Cain, die ihm einen Diamanten gestohlen hat und alsbald von den Birds Of Prey und der quirligen Quinn beschützt werden muss.",109,/uQBqzLTJS0tDSr2XC2g5c1C9fjH.jpg,/jiqD14fg7UTZOT6qgvzTmfRYpWI.jpg
Drei Schritte zu dir,527641,movie,/media/pi/F01/Flext/Filme/Drei Schritte zu dir.mp4,2019-03-14,"['Liebesfilm', 'Drama']","Stella ist eine 17-Jährige, wie sie im Buche steht: Ihr Smartphone gibt sie nicht aus der Hand und am liebsten chattet sie mit ihren Freunden. Nur Platz zum Träumen bleibt ihr nicht, denn anders als normale Teenager, verbringt sie die meiste Zeit unter strenger Beobachtung im Krankenhaus. Stella leidet an der unheilbaren Erbkrankheit Mukoviszidose und ihre wichtigste Regel lautet: Komm keinem Mitpatienten näher als 4 Schritte, denn er könnte dich mit seinen Bakterien schwächen und schlimmstenfalls töten.",116,/pJwbWfX67M0kaZ5OG4ksK3MCK1G.jpg,/27ZkYMWynuK2qiDP6awc3MsCaOs.jpg
After Love,714011,movie,/media/pi/F01/Flext/Filme/After Love.mp4,2021-06-04,['Drama'],,89,/mXaNg69iWEs0Qsj4AJxcvCXuWKw.jpg,/xgxdY4puoffYlCrfSumQt9xULFR.jpg
Du hast das Leben vor dir,667869,movie,/media/pi/F01/Flext/Filme/Du hast das Leben vor dir.mp4,2020-11-03,['Drama'],Eine Holocaust-Überlebende und Tagesmutter nimmt nach einem Diebstahl einen desillusionierten Straßenjungen bei sich auf und freundet sich unerwartet mit ihm an.,94,/3SOSDhoJa31aCXYzOw7zWCoSAwU.jpg,/bU3dXiQ1ffO7HodBbvv3UZkbcaE.jpg
Letzter Kirtag,762061,movie,/media/pi/F01/Flext/Filme/Letzter Kirtag.mp4,2020-10-31,"['TV-Film', 'Krimi']","So etwas hatte selbst der Franz Gasperlmaier noch nie gesehen. Dabei ist ihm schon vieles untergekommen, schließlich ist Gasperlmaier seit mehr als zwanzig Jahren Polizist in Altaussee. Aber ein Erstochener am Montag in der Früh im Festzelt vom Altausseer Kirtag, das ist auch für ein gestandenes Mannsbild wie ihn zu viel. Und so trifft er eine falsche Entscheidung, nicht die letzte an diesem Tag, und auch der Tote, der in seinem eigenen Blut im Festzelt hockt, wird nicht das einzige Opfer bleiben.",9,/3RWcTEVj3isnp9gTAPaV8AeDIcQ.jpg,/yQy06kfTOjVHBqz00DJzQ7hZ8xb.jpg
Greatest Showman,316029,movie,/media/pi/F01/Flext/Filme/Greatest Showman.mp4,2017-12-20,['Drama'],"Als P.T. Barnum seine Arbeit verliert, treiben ihn und seine Frau Charity Existenzsorgen um. Doch dann hat der zweifache Vater Barnum eine Geschäftsidee: Er gründet ein Kuriositätenkabinett, für das er unter anderem eine bärtige Frau und einen kleinwüchsigen Mann anheuert. Doch er will seinen zahlenden Gästen nicht nur Kurioses bieten, sondern auch eine atemberaubende Show mit Akrobaten wie der Trapezkünstlerin Anne Wheeler und spektakulären Tänzern. Gleichzeitig sehnt Barnum sich nach dem Respekt der feinen Gesellschaft, die hochnäsig auf seinen Zirkus herabsieht. Er tut sich daher mit dem seriösen Theatermacher Phillip Carlyle zusammen und als er bei einer königlichen Audienz der schwedischen Opernsängerin Jenny Lind begegnet, wittert er die Chance darauf, endlich auch in der High Society und in der Kunstszene ernstgenommen zu werden. Er geht mit Jenny auf Amerika-Tournee...",105,/5Mov253epgNPHsy54HA112Xez49.jpg,/lrNKm3HNvGdZoAfiBKu7b04FLHN.jpg
TKKG,603641,movie,/media/pi/F01/Flext/Filme/TKKG.mp4,2019-06-06,"['Abenteuer', 'Familie', 'Krimi']","Tim und Willi, genannt Klößchen, lernen sich am ersten Schultag auf dem Internat kennen. Unterschiedlicher könnten die beiden kaum sein und besonders Willi, Sohn aus gutem Hause, ist nicht gerade erfreut, sich ein Zimmer mit Tim, einem Stipendiaten aus der Vorstadt, zu teilen. Doch als Klößchens Vater entführt wird und mit ihm eine wertvolle Statue aus seiner Kunstsammlung verschwindet, ist Tim der Einzige, der Willi glaubt, dass die Polizei auf der falschen Fährte ist. Gemeinsam mit dem hochintelligenten Außenseiter Karl und der smarten Polizistentochter Gaby beginnt die Gruppe auf eigene Faust zu ermitteln: ein Flugzeugabsturz, maskierte Kung-Fu-Kämpfer, eine versteckte Botschaft von Klößchens Vater. Wie passt das alles zusammen? Und was haben der blinde Hellseher Raimondo und seine Assistentin Amanda damit zu tun? Gegen alle Widerstände decken die vier eine Verschwörung auf. So wird aus Tim, Klößchen, Karl und Gaby die legendäre Bande TKKG!",92,/mfJ6GFmbrc6XVC9TaSlMlolhNn9.jpg,/hTo29rAEgVUbJtNflWr7XM872aO.jpg
Purge Anarchy,238636,movie,/media/pi/F01/Flext/Filme/Purge Anarchy.mp4,2014-07-17,"['Horror', 'Thriller']","Amerika anno 2023. Seit sechs Jahren finden schon die zwölfstündigen Säuberungen statt, in denen eine Nacht lang Mord ungesühnt bleibt. Ausgerechnet zwei Stunden vor Beginn der Anarchie bleibt das Auto des Pärchens Liz und Shane liegen - eine maskierte Bande hat sie als Opfer auserkoren. Auf ihrer Flucht verstecken sie sich im Wagen von Leo, der eigentlich mit mörderischen Absichten loszog. Nun muss er das Paar sowie die von Nachbarn und einer ganzen Armee gejagte Eva und ihre Tochter Cali schützen.",100,/lai6rkzGDOZk5CsPdKZAkzUhjlH.jpg,/blfZnm6StMPnTY35kaooPBCsSVp.jpg
Uncharted,335787,movie,/media/pi/F01/Flext/Filme/Uncharted.mp4,2022-02-10,"['Action', 'Abenteuer']","Der Waisenjunge Nathan Drake hat sich schon seit frühester Kindheit für Schatzsuche begeistert. Als er als junger Erwachsener auf den erfahrenen Abenteurer Victor Sullivan trifft, wird aus den einstigen Tagträumen Realität. Gemeinsam wollen die beiden den riesigen Goldschatz des berühmten Entdeckers Ferdinand Magellan bergen, der seit 500 Jahren irgendwo auf der Welt verborgen liegt. Dafür müssen sie jedoch mit der schlagfertigen und undurchsichtigen Chloe Frazer zusammenarbeiten. Auch der skrupellose Moncada, dessen Familie vor vielen Jahrhunderten im Besitz des Schatzes war, erhebt Anspruch auf die Beute. Um das Erbe Magellans in seinen Besitz zu bringen, ist ihm jedes Mittel recht. Es beginnt ein Wettlauf um das Gold: Nate und Sully müssen ihr Kombiniergeschick beweisen, um den Schatz vor dem Schurken zu erreichen.",116,/i68VEzHKvDuvWvngKGPamOiVmiH.jpg,/aEGiJJP91HsKVTEPy1HhmN0wRLm.jpg
Jolt,617502,movie,/media/pi/F01/Flext/Filme/Jolt.mp4,2021-07-15,"['Action', 'Thriller']","Lindy ist eine bissige Frau, die Probleme mit der Unterdrückung ihrer Wut hat. Sie kontrolliert ihr Temperament, indem sie sich über eine spezielle Elektrodenweste Schocks verabreicht. Eines Tages nimmt sie Kontakt zu Justin auf, der ihr eine Hoffnung auf eine ""schockfreie"" Zukunft schenkt, aber als er ermordet wird, beginnt sie einen rachsüchtigen Amoklauf auf der Suche nach seinem Mörder.",91,/lX57U1NfpcZyfwQKZyBCC0OoNfl.jpg,/wPjtacig0kIkVcTQmXoNt6jbMwo.jpg
Kleine Hexe,425194,movie,/media/pi/F01/Flext/Filme/Kleine Hexe.mp4,2018-02-01,"['Familie', 'Komödie', 'Drama']","Die kleine Hexe will unbedingt mit den anderen Hexen in die Walpurgisnacht tanzen, doch sie ist erst 127 Jahre alt und damit viel zu jung dafür. Weil sie sich trotzdem heimlich auf das Fest schleicht und dabei erwischt wird, bekommt sie als Strafe auferlegt, alle Zaubersprüche aus dem großen magischen Buch in nur einem Jahr zu lernen. So soll sie beweisen, dass sie doch eine gute Hexe ist. Doch dabei gibt es aber einige Widrigkeiten: So will die böse Hexe Rumpumpel unbedingt verhindern, dass sie erfolgreich ist und zudem ist die kleine Hexe nicht gerade besonders fleißig. Also versucht sie mit ihrem sprechenden Raben Abraxas herauszufinden, ob es nicht einen anderen Weg gibt und was eine gute Hexe wirklich ausmacht, und stellt damit die gesamte Hexenwelt auf die Probe …",103,/fsdz4uRSeIhpFlqw6nXfKrSrOTz.jpg,/22t90H0tXDvem199yjIkZnkX6KN.jpg
Ein himmlischer Plan für die Liebe,661881,movie,/media/pi/F01/Flext/Filme/Ein himmlischer Plan für die Liebe.mp4,2020-04-22,"['Komödie', 'Liebesfilm', 'Drama']","Die attraktive Victoria Tremont ist in Beziehungsfragen nicht gerade ein Muster an Beständigkeit und stürzt sich unbekümmert von einem romantischen Flirt zum nächsten. Als plötzlich Jason Holman in ihrer kleinen Kaffeebar steht, ist sie irritiert, dass der unfassbar attraktive Junggeselle gegen Victorias verführerische Blicke völlig immun scheint. Um ihn für sich zu gewinnen, beschließt Victoria, sich dem Hilfsprojekt anzuschließen, das ausgerechnet Jason in der Nachbarschaft organisiert. Dass sie ihrem Schwarm dafür überzeugend eine versierte Christin vorspielen muss, scheint zuerst das kleinste Problem. Leider läuft dann doch alles etwas anders als geplant, denn als Victoria endlich in Helm und Handschuhen auf der Baustelle steht, enden all ihre ungeschickten Versuche in blankem Chaos. Und obwohl sich die beiden dann doch näher kommen, hat das Schicksal seine ganz eigenen Wege, um Victoria auf die Probe zu stellen - und bald muss sie feststellen, dass der Weg in Jasons Herz ...",81,/1nhypgMpdKCVgc3OcREkGhdEBAk.jpg,/dywzFmT8lgsKzh1NjdgWc3Z5HKm.jpg
Hangover 3,18785,movie,/media/pi/F01/Flext/Filme/Hangover 3.mp4,2009-06-02,['Komödie'],"Sie planten eine Vegas-Junggesellen-Party, die sie nie vergessen würden. Jetzt müssen sie unbedingt herausfinden, was genau schiefgelaufen ist. Wem gehört das Baby im Schrank der Caesars-Palace-Suite? Wie kommt der Tiger ins Badezimmer? Warum fehlt einem der Jungs ein Zahn? Und vor allem, wo ist der Bräutigam? Was die Jungs beim „Draufmachen“ so erleben, ist nichts im Vergleich zu den Kapriolen, die sie nüchtern veranstalten müssen. Sie sind gezwungen, all die schlimmen Entscheidungen der letzten Nacht zu rekonstruieren – eine nach der anderen.",100,/cwoVDVzJuGAD3OAji9OkHENrUB0.jpg,/2o0PKGmnSgCGkzoSePNAqse8Ure.jpg
El Camino Ein Breaking Bad-Film,559969,movie,/media/pi/F01/Flext/Filme/El Camino Ein Breaking Bad-Film.mp4,2019-10-11,"['Krimi', 'Drama', 'Thriller', 'Action']","Der Ex-Drogenkoch Jesse Pinkman muss sich nach seinem dramatischen Entkommen aus der Gefangenschaft auf der Flucht vor der Polizei und anderen Verfolgern mit seiner Vergangenheit auseinandersetzen, um überhaupt so etwas wie eine Zukunft zu haben. Skinny Pete, der von der Polizei wegen Jesses Verbleib vernommen wird, will unterdessen dichthalten …",122,/i01ZBFOZp6EXkqtEIshZLjc2CwQ.jpg,/kt2ky8yfyKcXyE6EdCWI7cri9dK.jpg
STEIG NICHT AUS,497223,movie,/media/pi/F01/Flext/Filme/STEIG NICHT AUS.mp4,2018-04-12,['Thriller'],"Der Berliner Bauunternehmer Karl Brendt will auf dem Weg zur Arbeit noch schnell seine Kinder zur Schule bringen, erhält jedoch kurz nachdem er losfährt einen Anruf eines Unbekannten, der das Auto mit einer Bombe präpariert hat und es in die Luft sprengen möchte, falls Karl oder die Kinder versuchen auszusteigen. Karl muss eine große Menge Geld beschaffen.",105,/1051biKSE5MriLrfHCRuVZHS2Qc.jpg,/yGQZe1nYj1iNcOuQwjqZypk1VFs.jpg
Morbius,526896,movie,/media/pi/F01/Flext/Filme/Morbius.mp4,2022-03-30,"['Action', 'Science Fiction', 'Fantasy']","Der Biochemiker Dr. Michael Morbius leidet an einer seltenen Blutkrankheit, die irgendwann tödlich für ihn enden wird, wenn er nichts unternimmt. In einem verzweifelten Experiment geht der Wissenschaftler ein großes Risiko ein und versucht sich zu heilen. Was anfangs nach einem absoluten Erfolg aussieht, nimmt bald jedoch unheimliche Züge an. Denn Morbius entdeckt immer mehr ""Nebenwirkungen"" seiner Heilung, die von übermenschlicher Kraft bis zum einem tödlichen Verlangen reichen, Blut zu trinken. Er wird zum lebenden Vampir ... und muss sich fragen, ob die Lösung seines Problems nicht schlimmer ist als sein anfängliches Leiden.",105,/2BTsd92vjFpRVkP1MlDC6RJzPk8.jpg,/gG9fTyDL03fiKnOpf2tr01sncnt.jpg
Fack Ju Göhte 3,437670,movie,/media/pi/F01/Flext/Filme/Fack Ju Göhte 3.mp4,2017-10-26,['Komödie'],"Chantal, Danger, Zeynep und die anderen Schüler der Goethe-Gesamtschule stehen zwar kurz vor dem Abitur, doch die ehemaligen Problemschüler sind nicht wirklich motiviert, diesen Abschluss zu ergattern. Dafür hat die Frau vom Berufsinformationszentrum gesorgt, indem sie ihnen klargemacht hat, dass ihre Zukunft sowieso nicht besonders rosig aussieht. Somit ist bei Chantal & Co. erstmal wieder Frustration, Eskalation und Leistungsverweigerung angesagt, aber dennoch will Zeki Müller alles tun, damit sie das Abi schaffen. Auf die Hilfe von Schulleiterin Gudrun Gerster kann er sich dabei nicht verlassen, denn diese hat mit dem Bildungsministerium genug Stress. Immerhin die neue Lehrerin Biggi Enzberger springt Zeki zur Seite und hilft ihm bei einem Anti-Mobbing-Seminar…",120,/ywCWnSOndFqq9nhE563hm15YQe0.jpg,/g2dJYpwPijoShObTRkNDIKn4E6z.jpg
SuperFly,500475,movie,/media/pi/F01/Flext/Filme/SuperFly.mp4,2018-06-13,"['Action', 'Krimi']","Drogendealer Youngblood Priest  überlebt auf der Straße, weil er Insiderwissen zu sammeln und einzusetzen weiß: Er kennt die Geheimnisse seiner Feinde. Seit er ein Kind war, vertickt der Ganove Dope – und das mit großem Erfolg. Priest ist König eines kleinen Imperiums, lebt mit seinen beiden Königinnen Georgia und Cynthia in einer Dreier-Beziehung und hört nur auf seinen engsten Vertrauten, den treuen Geschäftspartner Eddie",116,/7aswtiiNCyYjK4BQOe4YMiMUD1i.jpg,/jqoGbSNsl5aO3JzeoWEf6EDoncD.jpg
The Commuter,399035,movie,/media/pi/F01/Flext/Filme/The Commuter.mp4,2018-01-11,"['Action', 'Thriller', 'Mystery']","Seit 10 Jahren pendelt der Versicherungsmakler Michael MacCauley jeden Tag aus seinem beschaulichen Vorort nach Manhattan und zurück. Doch als er nach einem harten Tag mal wieder in den ewig gleichen Zug einsteigt, ist alles anders. Die Fremde Joanna setzt sich zu ihm und verspricht ihm eine hohe Belohnung, wenn er für sie einen ganz bestimmten Passagier findet, der etwas sehr Wertvolles zu transportieren scheint. Michael erhält nur zwei Hinweise: Einen falschen Namen und den Zielbahnhof des Unbekannten. Als er zögert, macht Joanna ihm unmissverständlich klar: Sie hat nicht nur das Leben der Passagiere in ihrer Hand, sondern auch das von Michaels Familie. Michael ist Teil einer kriminellen Verschwörung geworden. Er kann nur mitspielen, oder einen Ausweg finden – und ihm bleibt nur eine Stunde Zeit.",105,/8gt9iQ9dLyKEkGHqmSfuOf0tB73.jpg,/clmYuR1t4TtKcakIOvYIPrjyxDc.jpg
Family Squares,787767,movie,/media/pi/F01/Flext/Filme/Family Squares.mp4,2022-02-25,"['Komödie', 'Drama']",,95,/99rpfRJCt6JPhyos1oOZhizQ5Iu.jpg,/s5KhQd4pK262USZSFer3CLNAac.jpg
Jäger des verlorenen Schatzes,85,movie,/media/pi/F01/Flext/Filme/Jäger des verlorenen Schatzes.mp4,1981-06-12,"['Abenteuer', 'Action']","Der Archäologe Dr.Henry Jones wird, nachdem er von seinem französischen Kollegen Belloq nach einer Bergung aus einem Aztekengrab hereingelegt wurde, von Regierungsagenten auf die Bundeslade angesetzt, das Behältnis in dem Moses' Gesetzestafeln aufbewahrt wurden.Laut Geheiminformationen suchen die Nazis nach der Lade, da sie den Besitzer unbesiegbar machen soll. Jones, genannt Indiana Jones, reist daraufhin nach Nepal, wo er einen alten Kollegen aufspüren will, jedoch nur dessen Tochter findet, die sich an ihn ranhängt. Ein altes Schmuckstück führt sie nach Ägypten, wo die Nazis mit Belloqs Hilfe bereits Ausgrabungen vornehmen. So kommt es zum Wettlauf um die Auffindung der Quelle der Seelen, wo die Lade stehen soll. Doch auch nachdem die Lade aus der schlangenverseuchten Quelle geborgen ist, ist das Spiel noch lange nicht vorbei....",115,/8cWx3s2Wfo15DzUyIE8scg3eNdb.jpg,/c7Mjuip0jfHLY7x8ZSEriRj45cu.jpg
Escape.Room.Tournament.of.Champions.2021.720p.WEBRip.800MB.x264-GalaxyRG,,movie,/media/pi/F01/Flext/Filme/Escape.Room.Tournament.of.Champions.2021.720p.WEBRip.800MB.x264-GalaxyRG.mp4
Ökozid,765079,movie,/media/pi/F01/Flext/Filme/Ökozid.mp4,2020-11-18,"['Drama', 'Thriller', 'Science Fiction']","Die Folgen der Klimakatastrophe sind im Jahr 2034 dramatisch. Dürre und Hochwasser vernichten die Lebensgrundlage von Millionen Menschen. Nach der dritten Sturmflut in Folge wurde der Sitz des Internationalen Gerichtshofs in Den Haag geräumt. In einem provisorischen Interimsgebäude in Berlin wird die Klimakatastrophe zum Gegenstand eines juristischen Verfahrens. Zwei Anwältinnen vertreten 31 Länder des globalen Südens, die ohne Unterstützung der Weltgemeinschaft dem Untergang geweiht sind.",90,/mT5t3gmtrWXhsYvRSrBGK0hkOyU.jpg,/cPlltEnTdEpbBKBR8LVLnIkwU68.jpg
Man of Steel,49521,movie,/media/pi/F01/Flext/Filme/Man of Steel.mp4,2013-06-12,"['Action', 'Abenteuer', 'Science Fiction']","Kal-El vom Planeten Krypton wird von seinem Vater Jor-El in einer Rettungskapsel auf die ferne Erde gesendet, um dem drohenden Untergang des Planeten zu entgehen. Dort wird er im ländlichen Kansas von Martha und Jonathan Kent adoptiert. Er wächst unter dem Namen Clark Kent auf und übernimmt später einen Job als Journalist beim Daily Planet. Nur er und seine Adoptiveltern wissen, dass sich hinter dem unscheinbaren jungen Mann ein außerirdisches Wesen mit übernatürlichen Fähigkeiten verbirgt: Superman. Doch mit seinen überwältigenden Fähigkeiten kommt auch die Verantwortung unfassbare Entscheidungen treffen zu müssen. Als der brutale General Zod die Erde angreift, muss Superman seinem Schicksal folgen und die Menschheit beschützen.",143,/qtLU8Kcs6SG9Fd8pHJseX2GB9ft.jpg,/4oYBCR2CWtKpfkOKCzpmlE5EdxY.jpg
Halloween Kills,610253,movie,/media/pi/F01/Flext/Filme/Halloween Kills.mp4,2021-10-14,"['Horror', 'Thriller']","Der Film schließt nahtlos an den ersten Teil von 2018 an und beginnt direkt nachdem Laurie Strode, zusammen mit ihrer Tochter Karen und Enkelin Allyson, den maskierten Killer vermeintlich endgültig besiegt hat. Aber während Laurie mit lebensbedrohlichen Verletzungen ins Krankenhaus eingeliefert wird, geschieht das Undenkbare: Das Monster, das ihr das Leben zur Hölle gemacht hat, befreit sich aus dem brennenden Haus. Doch Myers flieht nicht – er macht da weiter, wo er aufgehört hat …",105,/nDupCf4Mt321Tjjmer9uk9R5OBm.jpg,/5P0PtxIneLNMq7m0crF1R9Sjzpv.jpg
High Life,376865,movie,/media/pi/F01/Flext/Filme/High Life.mp4,2018-09-26,"['Science Fiction', 'Drama', 'Mystery']","In den Tiefen des Weltalls, weit entfernt von unserem Sonnensystem, leben Monte und seine kleine Tochter Willow gemeinsam auf einem ramponierten Raumschiff, dessen Besatzung vor einiger Zeit noch aus vielen verurteilten Schwerverbrechern bestand, die sich mit einer gefährlichen Mission von ihren Strafen freikauften. Mit Experimenten wurden sie von der wahnsinnigen Reproduktionswissenschaftlerin Dibs gequält, bei denen bis auf Monte und Willow alle ums Leben kamen. Monte ist ein stiller Mann, der sich eine harte Selbstdisziplin auferlegt hat. Doch wenn er mit seiner Tochter zusammen ist, wird aus ihm ein zärtlicher Versorger. Nun sind die beiden die letzten Überlebenden der Crew und nähern sich in völliger Isolation ihrem letzten unausweichlichen Ziel: einem schwarzen Loch und damit auch dem Ende von Zeit und Raum.",113,/8NpLEwYjqVcr7SgDh2KkiaWR3J4.jpg,/bo5VJbds3oeMoj19GFnzBoUgjJS.jpg
Von Mäusen und Menschen,599090,movie,/media/pi/F01/Flext/Filme/Von Mäusen und Menschen.mp4,1968-01-01,['Drama'],,100,,
